Date,Last Price
10/27/2022,375.1462
10/26/2022,376.5793
10/25/2022,374.8667
10/24/2022,377.5762
10/21/2022,380.4685
10/20/2022,388.5514
10/19/2022,390.607
10/18/2022,390.7479
10/17/2022,400.1898
10/14/2022,404.133
10/13/2022,395.5922
10/12/2022,393.1516
10/11/2022,391.0339
10/10/2022,399.9343
10/7/2022,389.6135
10/6/2022,380.2668
10/5/2022,379.3326
10/4/2022,373.1805
10/3/2022,383.631
9/30/2022,402.9363
9/29/2022,400.3326
9/28/2022,391.5015
9/27/2022,404.2403
9/26/2022,384.2615
9/23/2022,369.6184
9/22/2022,355.8496
9/21/2022,350.7175
9/20/2022,345.1815
9/19/2022,332.3077
9/16/2022,336.8663
9/15/2022,348.5067
9/14/2022,333.0983
9/13/2022,335.22
9/12/2022,325.039
9/9/2022,328.4581
9/8/2022,331.5213
9/7/2022,338.1331
9/6/2022,343.8912
9/5/2022,347.1748
9/2/2022,343.9772
9/1/2022,350.8083
8/31/2022,354.5935
8/30/2022,351.9916
8/29/2022,352.1075
8/26/2022,349.2585
8/25/2022,344.3246
8/24/2022,347.1636
8/23/2022,354.724
8/22/2022,363.6936
8/19/2022,354.9944
8/18/2022,344.829
8/17/2022,343.5015
8/16/2022,339.1279
8/15/2022,335.433
8/12/2022,336.5317
8/11/2022,342.3459
8/10/2022,345.3275
8/9/2022,359.1532
8/8/2022,357.7113
8/5/2022,365.6173
8/4/2022,364.561
8/3/2022,370.9854
8/2/2022,374.5981
8/1/2022,368.2465
7/29/2022,364.6011
7/28/2022,372.0547
7/27/2022,383.2786
7/26/2022,390.5012
7/25/2022,385.5873
7/22/2022,390.69
7/21/2022,388.677
7/20/2022,393.1812
7/19/2022,409.9547
7/18/2022,422.657
7/15/2022,422.6542
7/14/2022,422.6656
7/13/2022,412.548
7/12/2022,404.0822
7/11/2022,391.9523
7/8/2022,383.9807
7/7/2022,386.4885
7/6/2022,397.0537
7/5/2022,394.1222
7/4/2022,390.8068
7/1/2022,388.6091
6/30/2022,386.2656
6/29/2022,379.0296
6/28/2022,380.7156
6/27/2022,377.9057
6/24/2022,377.3424
6/23/2022,382.7985
6/22/2022,381.0459
6/21/2022,374.8756
6/20/2022,377.1758
6/17/2022,380.0917
6/16/2022,375.2657
6/15/2022,362.7512
6/14/2022,372.8099
6/13/2022,365.9623
6/10/2022,351.2776
6/9/2022,343.5725
6/8/2022,336.8246
6/7/2022,331.9119
6/6/2022,329.3609
6/3/2022,325.5096
6/2/2022,319.8624
6/1/2022,316.3592
5/31/2022,315.4904
5/30/2022,312.5762
5/27/2022,312.3618
5/26/2022,315.5206
5/25/2022,323.9014
5/24/2022,333.7003
5/23/2022,335.4032
5/20/2022,341.3086
5/19/2022,339.5978
5/18/2022,336.1152
5/17/2022,330.475
5/16/2022,332.6538
5/13/2022,332.2795
5/12/2022,336.1179
5/11/2022,334.6432
5/10/2022,335.2191
5/9/2022,336.5857
5/6/2022,326.3385
5/5/2022,319.2939
5/4/2022,316.6246
5/3/2022,321.0473
5/2/2022,324.9749
4/29/2022,318.5234
4/28/2022,310.8822
4/27/2022,314.2149
4/26/2022,315.3568
4/25/2022,312.432
4/22/2022,312.6136
4/21/2022,302.5204
4/20/2022,297.7095
4/19/2022,303.2635
4/18/2022,307.637
4/15/2022,307.8309
4/14/2022,306.739
4/13/2022,305.0282
4/12/2022,308.3651
4/11/2022,307.1577
4/8/2022,302.2924
4/7/2022,299.0067
4/6/2022,296.5791
4/5/2022,292.1437
4/4/2022,289.6495
4/1/2022,295.9835
3/31/2022,295.8857
3/30/2022,293.5573
3/29/2022,292.9303
3/28/2022,299.2974
3/25/2022,300.6738
3/24/2022,304.533
3/23/2022,306.9938
3/22/2022,305.4127
3/21/2022,297.5292
3/18/2022,292.0413
3/17/2022,292.165
3/16/2022,300.7113
3/15/2022,311.1717
3/14/2022,314.9504
3/11/2022,314.7161
3/10/2022,309.9429
3/9/2022,310.4784
3/8/2022,320.6774
3/7/2022,324.1534
3/4/2022,318.1754
3/3/2022,311.6468
3/2/2022,315.0722
3/1/2022,316.0373
2/28/2022,313.8087
2/25/2022,309.3521
2/24/2022,316.0497
2/23/2022,317.5315
2/22/2022,315.3333
2/21/2022,317.6212
2/18/2022,315.3021
2/17/2022,312.1724
2/16/2022,309.308
2/15/2022,313.5697
2/14/2022,318.9399
2/11/2022,315.7703
2/10/2022,308.6505
