Date,Last Value
11/25/2022,41.53
11/24/2022, 
11/23/2022,41.529
11/22/2022,41.574
11/21/2022,41.417
11/18/2022,41.27
11/17/2022,41.321
11/16/2022,41.552
11/15/2022,40.956
11/14/2022,41.022
11/11/2022,41.641
11/10/2022,41.269
11/9/2022,39.943
11/8/2022,39.546
11/7/2022,39.78
11/4/2022,38.996
11/3/2022,38.908
11/2/2022,38.669
11/1/2022,38.322
10/31/2022,38.472
10/28/2022,37.966
10/27/2022,38.158
10/26/2022,37.858
10/25/2022,37.615
10/24/2022,37.557
10/21/2022,36.728
10/20/2022,36.484
10/19/2022,36.406
10/18/2022,37.462
10/17/2022,37.566
10/14/2022,38.884
10/13/2022,38.716
10/12/2022,38.787
10/11/2022,38.796
10/10/2022,38.605
10/7/2022,38.674
10/6/2022,38.629
10/5/2022,38.685
10/4/2022,38.694
10/3/2022,38.873
9/30/2022,35.256
9/29/2022,35.005
9/28/2022,35.551
9/27/2022,35.805
9/26/2022,36.003
9/23/2022,35.455
9/22/2022,34.834
9/21/2022,34.529
9/20/2022,34.774
9/19/2022,34.826
9/16/2022,34.154
9/15/2022,34.104
9/14/2022,34.518
9/13/2022,34.56
9/12/2022,34.619
9/9/2022,34.771
9/8/2022,34.453
9/7/2022,34.969
9/6/2022,35.082
9/5/2022, 
9/2/2022,35.005
9/1/2022,35.002
8/31/2022,35.821
8/30/2022,35.764
8/29/2022,36.089
8/26/2022,36.303
8/25/2022,36.305
8/24/2022,36.306
8/23/2022,36.335
8/22/2022,35.775
8/19/2022,35.772
8/18/2022,35.608
8/17/2022,35.609
8/16/2022,35.615
8/15/2022,35.622
8/12/2022,35.714
8/11/2022,35.428
8/10/2022,35.392
8/9/2022,35.709
8/8/2022,35.709
8/5/2022,35.257
8/4/2022,35.22
8/3/2022,34.825
8/2/2022,34.956
8/1/2022,35.126
7/29/2022,35.212
7/28/2022,35.255
7/27/2022,35.185
7/26/2022,34.91
7/25/2022,35.255
7/22/2022,35.099
7/21/2022,35.247
7/20/2022,35.459
7/19/2022,35.652
7/18/2022,35.58
7/15/2022,35.936
7/14/2022,35.859
7/13/2022,36.132
7/12/2022,36.121
7/11/2022,36.256
7/8/2022,36.159
7/7/2022,36.117
7/6/2022,35.545
7/5/2022,35.627
7/4/2022, 
7/1/2022,35.648
6/30/2022,35.618
6/29/2022,35.693
6/28/2022,35.679
6/27/2022,35.824
6/24/2022,35.569
6/23/2022,35.704
6/22/2022,35.578
6/21/2022,35.581
6/20/2022, 
6/17/2022,35.608
6/16/2022,35.568
6/15/2022,34.754
6/14/2022,34.494
6/13/2022,34.476
6/10/2022,33.411
6/9/2022,33.022
6/8/2022,31.328
6/7/2022,31.16
6/6/2022,31.01
6/3/2022,31.025
6/2/2022,31.025
6/1/2022,31.331
5/31/2022,31.429
5/30/2022, 
5/27/2022,31.358
5/26/2022,31.367
5/25/2022,31.672
5/24/2022,31.711
5/23/2022,31.742
5/20/2022,31.216
5/19/2022,31.365
5/18/2022,31.752
5/17/2022,31.304
5/16/2022,31.189
5/13/2022,31.144
5/12/2022,31.266
5/11/2022,31.211
5/10/2022,31.489
5/9/2022,31.493
5/6/2022,31.031
5/5/2022,31.169
5/4/2022,30.196
5/3/2022,29.921
5/2/2022,29.828
4/29/2022,29.212
4/28/2022,28.959
4/27/2022,29.374
4/26/2022,29.395
4/25/2022,28.333
4/22/2022,28.093
4/21/2022,26.995
4/20/2022,29.856
4/19/2022,29.866
4/18/2022,30.217
4/15/2022, 
4/14/2022,30.336
4/13/2022,30.373
4/12/2022,30.44
4/11/2022,30.433
4/8/2022,31.091
4/7/2022,31.27
4/6/2022,31.374
4/5/2022,31.194
4/4/2022,30.799
4/1/2022,30.8
3/31/2022,30.364
3/30/2022,30.369
3/29/2022,30.353
3/28/2022,30.54
3/25/2022,30.622
3/24/2022,30.875
3/23/2022,30.759
3/22/2022,30.889
3/21/2022,31.322
3/18/2022,31.049
3/17/2022,30.905
3/16/2022,30.604
3/15/2022,30.311
3/14/2022,30.419
3/11/2022,30.389
3/10/2022,30.218
3/9/2022,30.316
3/8/2022,30.368
3/7/2022,30.497
3/4/2022,29.771
3/3/2022,30.019
3/2/2022,30.502
3/1/2022,30.032
2/28/2022,31.236
2/25/2022,31.239
2/24/2022,32.14
2/23/2022,31.917
2/22/2022,32.178
2/21/2022, 
2/18/2022,32.069
2/17/2022,32.185
2/16/2022,31.959
2/15/2022,31.976
2/14/2022,32.029
2/11/2022,32.016
2/10/2022,32.022
2/9/2022,32.021
2/8/2022,32.469
2/7/2022,32.856
2/4/2022,32.811
2/3/2022,32.829
2/2/2022,33.403
2/1/2022,33.387
1/31/2022,33.333
1/28/2022,33.316
1/27/2022,33.421
1/26/2022,33.5
1/25/2022,33.802
1/24/2022,33.696
1/21/2022,33.728
1/20/2022,33.722
1/19/2022,33.709
1/18/2022,33.38
1/17/2022, 
1/14/2022,33.439
1/13/2022,33.875
1/12/2022,35.245
1/11/2022,34.821
1/10/2022,34.157
1/7/2022,34.246
1/6/2022,34.084
1/5/2022,34.022
1/4/2022,33.793
1/3/2022,34.187
12/31/2021,34.14
12/30/2021,34.259
12/29/2021,34.909
12/28/2021,34.793
12/27/2021,34.866
12/24/2021, 
12/23/2021,34.79
12/22/2021,35.14
12/21/2021,35.038
12/20/2021,35.136
12/17/2021,34.883
12/16/2021,34.95
12/15/2021,34.831
12/14/2021,34.834
12/13/2021,34.819
12/10/2021,32.419
12/9/2021,32.402
12/8/2021,32.182
12/7/2021,31.996
12/6/2021,31.985
12/3/2021,33.252
12/2/2021,33.25
12/1/2021,32.742
11/30/2021,32.682
11/29/2021,32.804
11/26/2021,32.813
11/25/2021, 
11/24/2021,32.75
11/23/2021,32.815
11/22/2021,32.77
11/19/2021,33.306
11/18/2021,33.343
11/17/2021,33.264
11/16/2021,33.479
11/15/2021,33.289
11/12/2021,33.508
11/11/2021,33.482
11/10/2021,32.995
11/9/2021,33.069
11/8/2021,33.857
11/5/2021,33.992
11/4/2021,33.827
11/3/2021,33.633
11/2/2021,33.227
11/1/2021,33.154
10/29/2021,33.131
10/28/2021,33.184
10/27/2021,33.112
10/26/2021,33.16
10/25/2021,33.167
10/22/2021,32.46
10/21/2021,32.46
10/20/2021,31.512
10/19/2021,31.489
10/18/2021,30.752
10/15/2021,30.778
10/14/2021,30.482
10/13/2021,30.487
10/12/2021,30.314
10/11/2021,30.34
10/8/2021,30.562
10/7/2021,30.343
10/6/2021,30.638
10/5/2021,31.313
10/4/2021,31.504
10/1/2021,31.183
9/30/2021,30.86
9/29/2021,30.922
9/28/2021,31.07
9/27/2021,30.597
9/24/2021,30.616
9/23/2021,30.603
9/22/2021,30.502
9/21/2021,30.449
9/20/2021,30.345
9/17/2021,29.984
9/16/2021,30.488
9/15/2021,30.442
9/14/2021,30.434
9/13/2021,30.755
9/10/2021,30.752
9/9/2021,31.039
9/8/2021,30.62
9/7/2021,28.923
9/6/2021, 
9/3/2021,29.279
