Date,Last Value
11/25/2022,41.63
11/24/2022, 
11/23/2022,43.433
11/22/2022,41.147
11/21/2022,40.757
11/18/2022,41.394
11/17/2022,41.11
11/16/2022,44.123
11/15/2022,41.67
11/14/2022,44.265
11/11/2022,45.281
11/10/2022,48.97
11/9/2022,44.401
11/8/2022,43.85
11/7/2022,44.006
11/4/2022,39.533
11/3/2022,43.457
11/2/2022,44.205
11/1/2022,41.931
10/31/2022,53.485
10/28/2022,49.72
10/27/2022,55.186
10/26/2022,56.052
10/25/2022,42.612
10/24/2022,55.147
10/21/2022,52.413
10/20/2022,50.426
10/19/2022,50.004
10/18/2022,49.635
10/17/2022,48.319
10/14/2022,48.584
10/13/2022,47.704
10/12/2022,48.132
10/11/2022,49.723
10/10/2022,49.354
10/7/2022,48.569
10/6/2022,48.103
10/5/2022,49.282
10/4/2022,51.698
10/3/2022,52.808
9/30/2022,55.583
9/29/2022,49.862
9/28/2022,50.05
9/27/2022,49.781
9/26/2022,48.969
9/23/2022,45.03
9/22/2022,43.316
9/21/2022,42.469
9/20/2022,43.75
9/19/2022,43
9/16/2022,42.501
9/15/2022,44.394
9/14/2022,45.61
9/13/2022,47.005
9/12/2022,46.898
9/9/2022,44.895
9/8/2022,46.689
9/7/2022,49.704
9/6/2022,49.036
9/5/2022, 
9/2/2022,42.312
9/1/2022,40.831
8/31/2022,40.707
8/30/2022,39.316
8/29/2022,38.254
8/26/2022,37.938
8/25/2022,37.832
8/24/2022,38.181
8/23/2022,37.32
8/22/2022,36.773
8/19/2022,35.691
8/18/2022,32.971
8/17/2022,34.697
8/16/2022,34.472
8/15/2022,37.063
8/12/2022,33.67
8/11/2022,34.927
8/10/2022,34.423
8/9/2022,35.928
8/8/2022,36.744
8/5/2022,35.293
8/4/2022,34.974
8/3/2022,34.758
8/2/2022,35.197
8/1/2022,35.956
7/29/2022,34.367
7/28/2022,33.897
7/27/2022,34.714
7/26/2022,36.197
7/25/2022,36.316
7/22/2022,35.745
7/21/2022,36.777
7/20/2022,37.287
7/19/2022,36.766
7/18/2022,36.875
7/15/2022,36.266
7/14/2022,39.579
7/13/2022,38.771
7/12/2022,40.072
7/11/2022,38.28
7/8/2022,37.373
7/7/2022,37.508
7/6/2022,37.928
7/5/2022,38.898
7/4/2022, 
7/1/2022,38.066
6/30/2022,37.455
6/29/2022,37.511
6/28/2022,38.226
6/27/2022,36.871
6/24/2022,38.471
6/23/2022,39.875
6/22/2022,38.711
6/21/2022,38.744
6/20/2022, 
6/17/2022,41.081
6/16/2022,44.115
6/15/2022,38.845
6/14/2022,41.162
6/13/2022,44.164
6/10/2022,38.132
6/9/2022,34.383
6/8/2022,32.027
6/7/2022,32.339
6/6/2022,32.945
6/3/2022,31.78
6/2/2022,32.041
6/1/2022,32.78
5/31/2022,31.839
5/30/2022, 
5/27/2022,31.454
5/26/2022,29.672
5/25/2022,33.708
5/24/2022,35.309
5/23/2022,34.84
5/20/2022,35.094
5/19/2022,34.921
5/18/2022,35.703
5/17/2022,31.413
5/16/2022,34.295
5/13/2022,33.888
5/12/2022,37.312
5/11/2022,44.416
5/10/2022,41.673
5/9/2022,47.24
5/6/2022,41.599
5/5/2022,40.371
5/4/2022,36.265
5/3/2022,39.39
5/2/2022,40.87
4/29/2022,39.721
4/28/2022,35.728
4/27/2022,40.356
4/26/2022,44.12
4/25/2022,38.595
4/22/2022,35.731
4/21/2022,31.884
4/20/2022,28.754
4/19/2022,28.718
4/18/2022,28.122
4/15/2022, 
4/14/2022,29.209
4/13/2022,29.71
4/12/2022,31.754
4/11/2022,35.519
4/8/2022,29.846
4/7/2022,30.888
4/6/2022,32.19
4/5/2022,31.202
4/4/2022,29.568
4/1/2022,28.057
3/31/2022,28.891
3/30/2022,29.239
3/29/2022,29.909
3/28/2022,30.894
3/25/2022,31.217
3/24/2022,32.839
3/23/2022,31.047
3/22/2022,29.563
3/21/2022,32.846
3/18/2022,32.477
3/17/2022,32.872
3/16/2022,34.135
3/15/2022,37.636
3/14/2022,39.149
3/11/2022,41.632
3/10/2022,36.079
3/9/2022,36.132
3/8/2022,39.711
3/7/2022,42.259
3/4/2022,37.456
3/3/2022,35.2
3/2/2022,34.556
3/1/2022,34.04
2/28/2022,35.164
2/25/2022,31.193
2/24/2022,35.298
2/23/2022,34.183
2/22/2022,31.854
2/21/2022, 
2/18/2022,30.679
2/17/2022,30.682
2/16/2022,29.561
2/15/2022,30.659
2/14/2022,33.783
2/11/2022,32.865
2/10/2022,29.725
2/9/2022,28.685
2/8/2022,30
2/7/2022,31.97
2/4/2022,30.851
2/3/2022,32.435
2/2/2022,31.557
2/1/2022,31.832
1/31/2022,32.859
1/28/2022,35.18
1/27/2022,36.123
1/26/2022,35.968
1/25/2022,36.044
1/24/2022,38.241
1/21/2022,36.091
1/20/2022,35.111
